NAMESHORT_SB;NAME_SB;MONTH_6_PERCENT;MONTH_6_VALUE;MONTH_12_PERCENT;MONTH_12_VALUE;MONTH_24_PERCENT;MONTH_24_VALUE;AVERAGE_PERCENT;AVERAGE_VALUE;URL_SB;MARKET_ID;IDENTIFIER_ID;URL_NN
VSSAB-B.ST;VIKING SUPPLY SHIPS;76.5;217;48.6;159;50.0;333;58.4;236;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=VSSAB-B.ST;N/A;N/A;N/A
WALL-B.ST;WALLENSTAM B;53.3;102;59.5;115;61.3;143;58.0;120;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WALL-B.ST;N/A;N/A;N/A
WESC.ST;WESC;47.4;123;45.2;107;39.0;47;43.9;92;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WESC.ST;11;55316;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=55316&marketid=11
WIHL.ST;WIHLBORGS FASTIGHETER;76.9;103;75.9;132;71.4;179;74.7;138;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WIHL.ST;11;29759;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=29759&marketid=11
WINT.ST;WEST INTERNATIONAL;64.3;117;65.5;237;60.6;356;63.5;236;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WINT.ST;N/A;N/A;N/A
WISE.ST;WISE GROUP;41.2;113;39.5;112;44.6;144;41.8;123;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WISE.ST;11;40017;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40017&marketid=11
WTX.ST;WILSON THERAPEUTICS SHS;57.7;179;61.1;236;61.3;577;60.0;330;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=WTX.ST;11;121819;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=121819&marketid=11
XACT.ST;XACT OMX30 ETF;53.8;104;48.5;97;59.4;124;53.9;108;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT.ST;N/A;N/A;N/A
XACT-BEAR.ST;XACT BEAR ETF;50.0;111;47.2;112;51.2;108;49.5;110;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-BEAR.ST;N/A;N/A;N/A
XACT-BEAR-2.ST;XACT BEAR2 ETF;46.7;120;50.0;126;58.2;148;51.6;131;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-BEAR-2.ST;N/A;N/A;N/A
XACT-BULL.ST;XACT BULL ETF;61.5;99;54.8;110;57.3;148;57.9;119;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-BULL.ST;N/A;N/A;N/A
XACT-BULL-2.ST;XACT BULL2 ETF;60.0;104;65.5;112;63.4;162;63.0;126;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-BULL-2.ST;N/A;N/A;N/A
XACTHDIV.ST;XACTHDIV ETF;68.4;102;58.6;102;58.6;102;61.9;102;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACTHDIV.ST;N/A;N/A;N/A
XACT-NORDEN-30.ST;XACT NORDEN 30 ETF;52.9;98;46.3;104;51.9;110;50.4;104;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-NORDEN-30.ST;N/A;N/A;N/A
XACT-OMXSB-UTD.ST;XACT OMXSB Utd ETF;60.0;105;51.7;106;62.7;145;58.1;118;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-OMXSB-UTD.ST;N/A;N/A;N/A
XACT-SMABOLAG.ST;XACT SVENSKA SMABOLAG UCITS ETF;80.0;107;67.7;119;65.1;144;70.9;123;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XACT-SMABOLAG.ST;N/A;N/A;N/A
XANO-B.ST;XANO INDUSTRI B;68.4;155;74.3;271;65.3;445;69.3;290;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XANO-B.ST;N/A;N/A;N/A
XBRANE.ST;XBRANE BIOPHARMA;66.7;168;54.1;297;61.7;428;60.8;297;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XBRANE.ST;11;118813;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=118813&marketid=11
XESC.ST;DBX ES50 DR 1C ETF;100.0;103;73.3;109;76.5;112;83.3;108;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XESC.ST;N/A;N/A;N/A
XINT.ST;XINTELA;53.3;103;48.1;109;49.1;200;50.2;137;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XINT.ST;11;120379;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=120379&marketid=11
XMEM.ST;DB X-TRACKERS MSCI EM ETF;61.9;112;63.3;113;62.9;118;62.7;114;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XMEM.ST;N/A;N/A;N/A
XMR.ST;XMREALITY;70.0;136;72.7;167;72.7;167;71.8;156;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XMR.ST;11;136337;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=136337&marketid=11
XMWO.ST;DBX MSCI WORLD ETF;66.7;105;45.2;105;52.3;117;54.7;109;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XMWO.ST;N/A;N/A;N/A
XSPX.ST;DB X-TRACKERS S&P 500 ETF;75.0;111;60.7;109;57.4;131;64.4;117;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XSPX.ST;N/A;N/A;N/A
XVIVO.ST;XVIVO PERFUS;73.7;116;62.9;136;54.4;213;63.7;155;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=XVIVO.ST;11;90126;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=90126&marketid=11
ZAPLOX.ST;ZAPLOX;85.7;218;81.2;259;81.2;259;82.7;245;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ZAPLOX.ST;11;139106;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=139106&marketid=11
ZETA.ST;ZETA DISPLAY;47.1;116;60.6;224;55.7;580;54.5;306;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ZETA.ST;N/A;N/A;N/A
ZETA-PREF.ST;ZETADISPLAY PRF;60.0;98;52.9;108;52.9;108;55.3;104;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ZETA-PREF.ST;N/A;N/A;N/A
ZZ-B.ST;ZINZINO AB;36.4;75;40.0;85;46.1;109;40.8;89;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ZZ-B.ST;N/A;N/A;N/A
