NAMESHORT_SB;NAME_SB;PRICE;MONTH_6_PERCENT_CORRECT;MONTH_6_VALUE;MONTH_12_PERCENT_CORRECT;MONTH_12_VALUE;MONTH_24_PERCENT_CORRECT;MONTH_24_VALUE;AVERAGE_PERCENT_CORRECT;AVERAGE_VALUE;BUYS_24_PERCENT;BUY_AVERAGE_PERCENT_CHANGE;BUY_MEDIAN_PERCENT_CHANGE;BUYS_TOTAL;URL_SB;MARKET_ID;IDENTIFIER_ID;URL_NN
MATRA.ST;MATRA PETROLEUM;4.1;47.1;122;56.0;178;56.0;178;53.0;159;36.4;2.77;-3.59;12;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MATRA.ST;11;136267;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=136267&marketid=11
MAV.ST;MAVSHACK AB;0.237;83.3;174;73.5;1452;70.3;4932;75.7;2186;54.8;19.76;0.4;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAV.ST;11;58547;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=58547&marketid=11
MAXF.ST;MAXFASTIGHETER I SVERIGE;27.5;41.7;95;43.3;92;43.3;92;42.8;93;35.7;-0.03;-0.72;15;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAXF.ST;11;123717;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123717&marketid=11
MAXK.ST;MAXKOMPETENS;6.38;33.3;84;22.2;73;22.2;73;25.9;76;15.4;-1.38;-1.42;13;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MAXK.ST;11;115943;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=115943&marketid=11
MCAP.ST;MEDCAP;65.0;69.2;163;67.9;215;57.9;271;65.0;216;60.7;4.07;1.55;28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MCAP.ST;11;35364;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=35364&marketid=11
MCNH.NGM;MEDICA CLINICAL NORTH;;;;;;;;;;;;;;;N/A;N/A;N/A
MCOV-B.ST;MEDICOVER;63.0;83.3;125;66.7;116;66.7;116;72.2;119;83.3;2.58;0.82;7;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MCOV-B.ST;11;138158;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=138158&marketid=11
MEAB-B.ST;MALMBERGS ELEKTRISKA B;99.0;53.3;107;59.4;113;56.1;123;56.3;114;53.1;0.99;0.31;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MEAB-B.ST;11;3223;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3223&marketid=11
MEDR-B.ST;MEDIRATT B;6.76;60.0;101;65.4;247;71.2;2393;65.5;913;68.0;17.34;10.39;26;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MEDR-B.ST;11;81251;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=81251&marketid=11
MEKO.ST;MEKONOMEN;145.0;50.0;110;38.2;101;48.5;127;45.6;112;42.4;0.63;-0.29;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MEKO.ST;11;4986;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4986&marketid=11
MELK.ST;MELKER SCHORLING;;;;;;;;;;;;;;;N/A;N/A;N/A
MERT-A.NGM;MERTIVA;38.4;20.0;93;35.0;161;47.9;446;34.3;233;47.8;6.48;-0.91;24;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MERT-A.NGM;N/A;N/A;N/A
MIC-SDB.ST;MILLICOM INTERNATIONAL CELLULAR SDR;581.0;38.1;94;55.8;117;60.2;207;51.4;139;70.7;2.1;0.66;41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MIC-SDB.ST;11;24507;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=24507&marketid=11
MIDW-B.ST;MIDWAY HOLDING B;12.85;75.0;120;61.3;151;44.3;108;60.2;126;44.8;0.65;-1.04;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MIDW-B.ST;11;835;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=835&marketid=11
MIND.ST;MINDMANCER;;;;;;;;;;;;;;;N/A;N/A;N/A
MINEST.ST;MINESTO;2.69;75.0;171;57.7;179;57.4;360;63.4;236;50.0;3.1;0.82;27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MINEST.ST;11;114883;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=114883&marketid=11
MIPS.ST;MIPS;51.6;68.4;120;66.7;141;66.7;141;67.3;134;46.2;2.39;0.22;13;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MIPS.ST;11;135088;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=135088&marketid=11
MOB.ST;MOBERG PHARMA;25.1;92.3;158;67.6;139;66.7;312;75.5;203;66.7;2.21;0.88;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MOB.ST;11;79252;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=79252&marketid=11
MOMENT.ST;MOMENT GROUP;19.4;40.0;105;24.2;83;40.0;92;34.7;93;43.3;0.42;0.0;29;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MOMENT.ST;11;32720;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=32720&marketid=11
MPI.ST;MEDICAL PROGNOSIS INSTITUTE;11.15;52.4;103;51.1;114;54.4;147;52.6;121;48.1;1.61;0.0;28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MPI.ST;11;123713;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123713&marketid=11
MQ.ST;MQ HOLDING;20.5;50.0;111;50.0;105;55.7;123;51.9;113;44.1;0.18;0.0;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MQ.ST;11;76085;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=76085&marketid=11
MRG.ST;MR GREEN;50.0;57.7;111;63.0;169;64.1;295;61.6;191;65.8;3.12;0.79;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MRG.ST;11;94882;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=94882&marketid=11
MSAB-B.ST;MICRO SYSTEMATION B;70.5;56.5;143;57.8;189;58.6;367;57.6;233;48.8;3.14;0.0;43;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MSAB-B.ST;11;85846;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=85846&marketid=11
MSC-B.ST;MSC GROUP;;;;;;;;;;;;;;;N/A;N/A;N/A
MSON-A.ST;MIDSONA A;;;;;;;;;;;;;;;11;3921;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3921&marketid=11
MSON-B.ST;MIDSONA B;57.1;65.0;146;57.9;154;58.8;247;60.6;182;57.6;3.25;0.51;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MSON-B.ST;11;3922;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3922&marketid=11
MTG-A.ST;MTG A;359.0;63.2;133;67.6;152;50.7;157;60.5;147;48.6;1.66;0.2;37;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MTG-A.ST;11;3598;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3598&marketid=11
MTG-B.ST;MODERN TIMES GROUP MTG B;354.8;63.6;126;64.3;136;64.6;185;64.2;149;67.5;1.68;0.85;41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MTG-B.ST;11;3599;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3599&marketid=11
MTRS.ST;MUNTERS GROUP;49.7;45.5;81;45.8;82;45.8;82;45.7;81;36.4;-1.09;-0.19;12;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MTRS.ST;11;137814;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=137814&marketid=11
MULQ.ST;MULTIQ INTERNATIONAL;0.604;30.0;95;25.0;79;33.3;68;29.4;80;26.3;-0.43;-1.46;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MULQ.ST;11;4359;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4359&marketid=11
MULT.NGM;MULTIDOCKER CARGO HANDLING;0.559;50.0;75;52.9;80;52.9;80;51.9;78;43.8;-1.39;-1.41;17;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MULT.NGM;N/A;N/A;N/A
MVIR-B.ST;MEDIVIR B;38.35;69.2;99;72.4;136;60.3;203;67.3;146;58.1;2.36;0.93;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MVIR-B.ST;11;1020;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1020&marketid=11
MYFC.ST;MYFC HOLDING;6.95;91.7;135;73.1;293;71.7;1660;78.8;696;72.4;10.41;3.06;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=MYFC.ST;11;101187;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101187&marketid=11
NAXS.ST;NAXS;50.2;71.4;103;48.5;92;47.2;87;55.7;94;42.3;0.17;-0.05;26;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NAXS.ST;11;40342;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40342&marketid=11
NCC-A.ST;NCC A;162.0;75.0;114;68.2;145;61.9;168;68.4;142;65.9;1.16;0.5;42;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NCC-A.ST;11;837;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=837&marketid=11
NCC-B.ST;NCC B;162.8;50.0;103;50.0;118;53.5;147;51.2;122;59.5;0.91;0.27;43;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NCC-B.ST;11;838;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=838&marketid=11
NDA-SEK.ST;NORDEA BANK;97.14;76.9;110;66.7;117;68.9;198;70.8;141;73.3;2.18;1.17;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NDA-SEK.ST;11;220;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=220&marketid=11
NDX.ST;NORDAX GROUP;60.0;50.0;118;65.7;140;65.7;230;60.5;162;64.7;2.6;1.17;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NDX.ST;11;110381;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110381&marketid=11
NEPA.ST;NEPA;75.0;71.4;149;60.0;202;57.4;316;62.9;222;57.7;3.54;0.92;27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NEPA.ST;11;121153;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=121153&marketid=11
NET-B.ST;NETENT;46.94;55.6;124;50.0;161;58.9;286;54.8;190;55.6;1.94;1.55;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NET-B.ST;N/A;N/A;N/A
NETI-B.ST;NET INSIGHT B;4.9;58.8;134;56.4;144;53.2;204;56.1;160;52.6;2.79;0.19;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NETI-B.ST;11;3871;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3871&marketid=11
NEWA-B.ST;NEW WAVE GROUP B;56.1;72.2;110;59.1;99;58.5;164;63.3;124;65.0;2.08;0.45;41;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NEWA-B.ST;11;920;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=920&marketid=11
NEXAM.ST;NEXAM CHEMICAL HOLDING;10.45;64.7;233;54.8;212;54.4;328;58.0;257;44.4;3.56;-0.28;28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NEXAM.ST;11;93656;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=93656&marketid=11
NGQ.ST;NGEX RESOURCES;7.92;52.4;110;56.4;137;54.4;193;54.4;146;61.5;2.87;0.87;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NGQ.ST;11;101618;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101618&marketid=11
NGS.ST;NGS GROUP;43.4;50.0;99;47.1;111;50.0;130;49.0;113;53.1;1.21;0.27;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NGS.ST;11;122588;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=122588&marketid=11
NHCBHFFS.ST;NORTHERN HORIZON CAPITAL ETF;12.9;50.0;103;37.5;101;35.3;100;40.9;101;43.8;0.49;-0.16;17;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NHCBHFFS.ST;N/A;N/A;N/A
NIBE-B.ST;NIBE INDUSTRIER B;79.02;58.8;112;60.0;145;56.9;182;58.6;146;54.8;2.12;0.85;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NIBE-B.ST;11;921;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=921&marketid=11
NICKE.NGM;NICKEL MOUNTAIN RESOURCES;0.226;54.2;115;55.0;145;55.0;145;54.7;135;42.1;0.19;-0.5;20;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NICKE.NGM;N/A;N/A;N/A
NICO.ST;NICOCCINO HOLD;10.35;45.0;354;51.7;332;52.5;323;49.7;336;44.8;11.72;-2.34;29;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NICO.ST;11;101773;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=101773&marketid=11
NIL-B.ST;NILORNGRUPPEN;83.0;60.9;93;54.8;90;55.8;159;57.2;114;63.2;1.76;0.27;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NIL-B.ST;11;110376;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110376&marketid=11
NMAN.ST;NEDERMAN HOLDING;244.0;55.6;108;66.7;130;61.5;191;61.3;143;65.8;1.97;0.62;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NMAN.ST;11;40347;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40347&marketid=11
NOBI.ST;NOBIA;73.4;77.3;130;65.9;146;69.8;222;71.0;166;69.0;1.77;1.21;43;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOBI.ST;11;19095;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=19095&marketid=11
NOBINA.ST;NOBINA;55.05;50.0;125;51.3;151;54.3;238;51.9;171;55.9;2.35;0.59;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOBINA.ST;11;110535;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110535&marketid=11
NOKIA-SEK.ST;NOKIA;47.54;60.0;125;50.0;129;51.7;176;53.9;143;48.8;1.49;-0.09;43;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOKIA-SEK.ST;11;39854;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=39854&marketid=11
NOLA-B.ST;NOLATO B;616.0;52.4;159;55.0;214;65.2;333;57.5;235;73.5;4.21;2.15;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOLA-B.ST;11;923;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=923&marketid=11
NOMI.ST;NORDIC MINES;;;;;;;;;;;;;;;N/A;N/A;N/A
NOTE.ST;NOTE;27.4;58.8;126;58.1;192;55.4;264;57.4;194;59.4;3.58;1.47;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NOTE.ST;11;25319;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=25319&marketid=11
NP3.ST;NP3 FASTIGHETER;59.9;50.0;116;62.5;126;54.8;159;55.8;133;60.0;1.83;0.61;31;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NP3.ST;11;104592;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=104592&marketid=11
NTEK-B.ST;NOVOTEK B;28.1;55.6;112;52.8;148;41.0;124;49.8;128;42.1;1.31;-0.56;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NTEK-B.ST;11;4000;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4000&marketid=11
NTGRP.NGM;NET TRADING GROUP NTG;4.95;53.8;147;47.1;142;47.1;142;49.3;143;50.0;5.5;-0.57;8;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NTGRP.NGM;N/A;N/A;N/A
NUE.ST;NUEVOLUTION;17.24;64.3;158;48.1;145;53.4;313;55.3;205;46.4;4.42;0.0;29;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NUE.ST;11;116423;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=116423&marketid=11
NVP.ST;NEUROVIVE PHARMACEUTICAL;2.79;72.2;148;72.4;196;65.7;836;70.1;393;63.6;4.73;2.38;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NVP.ST;11;58531;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=58531&marketid=11
NWG.ST;NORDIC WATERPROOFING HOLDING;75.6;45.5;107;50.0;112;48.4;110;48.0;109;41.9;0.34;-0.35;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NWG.ST;11;123243;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123243&marketid=11
NXTMS.ST;NEXSTIM;2.088;50.0;100;60.0;163;67.3;1825;59.1;696;69.2;7.61;5.31;27;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=NXTMS.ST;11;103571;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=103571&marketid=11
OASM.ST;OASMIA PHARMACEUTICAL;3.925;47.4;159;47.2;237;53.8;503;49.5;299;42.1;2.84;-0.75;39;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OASM.ST;11;76461;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=76461&marketid=11
OBAB.ST;ONLINE BRANDS NORDIC;0.37;50.0;99;50.0;87;50.0;191;50.0;125;52.4;2.88;0.68;21;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OBAB.ST;11;40016;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40016&marketid=11
OBDU-B.NGM;OBDUCAT B;0.86;70.6;114;56.2;128;53.1;211;60.0;151;38.7;0.23;-1.52;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OBDU-B.NGM;13;J;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=J&marketid=13
OBDU-PREF-B.NGM;OBDUCAT PRF;1.0;50.0;64;42.9;71;42.9;71;45.3;68;22.2;-2.76;-1.53;9;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OBDU-PREF-B.NGM;13;3KNF;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=3KNF&marketid=13
ODD.ST;ODD MOLLY INTERNATIONAL;17.9;55.0;101;57.9;132;54.9;169;55.9;134;45.7;0.86;-0.45;35;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ODD.ST;11;40936;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=40936&marketid=11
OEM-B.ST;OEM INTERNATIONAL B;172.0;71.4;105;64.7;133;58.3;170;64.8;136;65.7;2.05;0.9;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OEM-B.ST;11;927;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=927&marketid=11
OLDM.ST;OLD MUTUAL;;;;;;;;;;;;;;;11;33014;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=33014&marketid=11
ONCO.ST;ONCOPEPTIDES;87.4;66.7;148;58.6;239;58.6;239;61.3;208;78.6;7.64;2.85;14;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ONCO.ST;11;133615;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=133615&marketid=11
OP.ST;OSCAR PROPERTIES;30.9;56.2;136;55.6;124;54.1;225;55.3;161;46.7;1.56;-0.55;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OP.ST;11;99753;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=99753&marketid=11
OP-PREF.ST;OSCAR PROPERTIES PRF;209.0;46.7;141;40.0;144;36.4;137;41.0;140;42.1;0.95;-0.19;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OP-PREF.ST;11;109238;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=109238&marketid=11
OP-PREFB.ST;OSCAR PROPERTIES HOLDING PRF;485.0;18.2;92;23.3;92;19.6;86;20.4;90;22.7;-0.21;-0.4;23;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OP-PREFB.ST;11;121882;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=121882&marketid=11
OPUS.ST;OPUS GROUP;6.06;77.8;113;50.0;109;50.0;249;59.3;157;48.4;2.92;0.0;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=OPUS.ST;11;35920;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=35920&marketid=11
ORES.ST;INVESTMENT OERESUND;138.4;70.0;112;63.9;120;62.5;195;65.5;142;71.4;2.25;0.68;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORES.ST;11;863;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=863&marketid=11
ORGC.ST;ORGANOCLICK;6.2;42.1;91;54.1;94;52.1;126;49.4;103;44.4;1.15;0.0;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORGC.ST;11;106253;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=106253&marketid=11
ORIF.ST;ORIFLAME HOLDING;406.0;50.0;135;54.8;161;56.6;484;53.8;260;62.2;4.5;1.38;38;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORIF.ST;N/A;N/A;N/A
ORTI-A.ST;ORTIVUS A;6.4;54.5;169;66.7;3731;66.7;3731;62.6;2543;40.0;61.59;-0.89;10;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORTI-A.ST;11;1031;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1031&marketid=11
ORTI-B.ST;ORTIVUS B;2.23;57.1;133;61.8;201;58.0;378;59.0;237;55.9;3.19;0.87;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORTI-B.ST;11;1032;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=1032&marketid=11
ORX.ST;OREXO;39.65;87.5;202;67.6;251;66.7;453;73.9;302;60.0;4.16;1.68;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=ORX.ST;11;31885;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=31885&marketid=11
PACT.ST;PROACT IT GROUP;153.0;62.5;148;54.8;168;56.9;256;58.1;190;60.0;2.43;1.05;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PACT.ST;11;4003;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=4003&marketid=11
PALS-B.ST;PALLAS GROUP;0.475;57.1;112;66.7;158;66.7;158;63.5;142;54.5;4.77;3.52;12;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PALS-B.ST;11;76786;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=76786&marketid=11
PCAT.ST;PHOTOCAT;;;;;;;;;;;;;;;11;115935;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=115935&marketid=11
PCELL.ST;POWERCELL SWEDEN;25.36;69.2;135;73.3;388;62.7;706;68.4;409;63.6;4.43;1.75;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PCELL.ST;11;105121;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=105121&marketid=11
PDX.ST;PARADOX INTERACTIVE;132.6;64.7;156;62.9;185;57.9;198;61.8;179;75.0;3.18;2.8;28;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PDX.ST;11;123234;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123234&marketid=11
PEAB-B.ST;PEAB B;74.5;76.5;147;63.6;180;59.4;203;66.5;176;52.9;1.87;0.31;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PEAB-B.ST;11;928;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=928&marketid=11
PEGRO-PREF.ST;PEGROCO INVEST PRF;120.5;26.3;86;27.6;91;32.3;86;28.7;87;34.4;0.19;-0.29;32;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PEGRO-PREF.ST;11;110545;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110545&marketid=11
PFE.ST;PFIZER;301.0;43.8;99;55.3;102;65.7;173;54.9;124;69.7;1.95;0.94;33;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PFE.ST;17;PFE;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=PFE&marketid=17
PIEZO.ST;PIEZOMOTOR UPPSALA;42.1;75.0;328;73.3;481;65.2;654;71.2;487;72.7;9.83;2.85;23;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PIEZO.ST;11;123299;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=123299&marketid=11
PLAZ-B.ST;PLATZER FASTIGHETER;51.0;57.9;123;45.7;126;49.3;180;51.0;143;50.0;1.7;0.16;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PLAZ-B.ST;11;98395;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=98395&marketid=11
PLED.ST;PLED PHARMA;12.55;58.8;109;63.2;116;50.7;138;57.6;121;47.2;0.47;-0.48;36;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PLED.ST;11;81313;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=81313&marketid=11
PNDX-B.ST;PANDOX;154.0;78.6;127;78.1;136;67.6;156;74.8;139;66.7;1.62;0.75;34;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PNDX-B.ST;11;110533;https://www.nordnet.se/mux/web/marknaden/aktiehemsidan/index.html?identifier=110533&marketid=11
PNVA.NGM;PAYNOVA;0.421;47.1;88;55.6;121;54.1;160;52.3;123;46.7;1.83;-0.67;30;https://www.swedishbulls.com/SignalPage.aspx?lang=en&Ticker=PNVA.NGM;N/A;N/A;N/A
